"id","verbatim","source_type","url","date","occurrences","notes"
"C-015","I used to work for a company basically copying and pasting data from one excel spreadsheet to the other","indie","https://news.ycombinator.com/item?id=13337024","2017-01","1","User CaptSpify. Full-time job = inter-spreadsheet data transfer; macros reduced it to 20 min/day. Data-piping in SMB back offices."
"C-016","They had us printing a report from an HTML document, cutting out portions with scissors, and photocopying... to mail to the client","indie","https://news.ycombinator.com/item?id=13337024","2017-01","1","User bryondowd, tech-support shop. Client report production literally paper-based; knowledge not transferable when employee left."
"C-017","Dealing with US banks from abroad. It took an absurd amount of effort to get an account opened","indie","https://news.ycombinator.com/item?id=13337024","2017-01","1","User xiaoma. Non-resident founders vs US business banking; regulation-driven, ambiguous for micro-SaaS (compliance-heavy)."
"C-018","I knew a project manager whose job seemed to be reconciling multiple versions of a spreadsheet with different authors","indie","https://news.ycombinator.com/item?id=33611431","2022-11","2","HN thread on Excel-run businesses, user manv1; also constantcrying (sheets break when shared). Version reconciliation as a paid role."
"C-019","I work in manufacturing and I see Excel everywhere... share with accounting, purchasing, warehouse, shop floor, sales, and a vendor","indie","https://news.ycombinator.com/item?id=33611431","2022-11","1","User itishappy. Manufacturing coordination across departments+vendors via one Excel; 30-year-old cost sheets still in use."
"C-020","JPM had over 20k MS Access databases on their file servers. The company I worked for had over 12k","indie","https://news.ycombinator.com/item?id=33611431","2022-11","1","User _boffin_. Shadow-IT Access/Excel databases at scale in enterprises; migration to real workflows is endless."
"C-021","Clients have 'god spreadsheets' that accrue data and control operations... if one thing goes wrong, explode into #VALUE!s","indie","https://news.ycombinator.com/item?id=33611431","2022-11","2","User HillRat (BigCo consulting) + giantg2 (stale manual updates). Fragile operational+reporting spreadsheets."
"C-022","Spreadsheets are very bad on mobile... I would maybe even pay for a better spreadsheet or DB frontend on mobile","indie","https://news.ycombinator.com/item?id=33611431","2022-11","1","User return_to_monke. Mobile spreadsheet/DB UX gap incl. macros not working; explicit willingness to pay."
"C-023","A portion of option dealing was run on MS Office VBA, the oldest code dated from 1998","indie","https://news.ycombinator.com/item?id=33611431","2022-11","1","User hnthrowaway0315. Finance desks on ancient VBA; heavy compliance vertical, signal only."
"C-024","They're running things out of spreadsheets because that represents the technical skills their staff has. They don't want to change","indie","https://news.ycombinator.com/item?id=48820230","2026-07","4","HN 'How to find businesses running operations on spreadsheets' (2026-07), user gogurt2000; echoed by siliconc0w (HN 38882314 'ask where they use spreadsheets'), PaulHoule ('isn't it most of them'). Core adoption barrier: cost, learning curve, troubleshooting fear."
"C-025","For 10, maybe 15 years I have been hearing from small business owners about how much their Point-of-Sale system sucks","indie","https://news.ycombinator.com/item?id=6525511","2013-10","2","HN 'Why are POS systems all POSes?', OP moron4hire + belthasar (market/fair vendors each want different features). Durable SMB retail pain; vertical-specific POS gaps."
"C-026","The POS system is just one of many front-ends for inventory, sales reporting, barcoding, purchasing and tax accounting","indie","https://news.ycombinator.com/item?id=6525511","2013-10","1","User dangrossman. Why POS stays bad: hidden integration surface. Any retail micro-SaaS must handle this iceberg."
"C-027","Managers and business owners buy these systems. But they don't actually use them","indie","https://news.ycombinator.com/item?id=6525511","2013-10","2","Users CyberFonic + Philadelphia. Buyer!=user dynamic in SMB retail software; price/checklist-driven purchases."
"C-028","Access control devices (biometric) used in small offices have terrible software and useless interfaces","indie","https://news.ycombinator.com/item?id=38882314","2024-01","1","HN 'boring businesses for hackers', user slake. Cheap Chinese hardware + awful admin software for small-office access control."
"C-029","Major shortage of CPAs... Something like 65% of CPAs are 55 or older. This sounds like an opportunity","indie","https://news.ycombinator.com/item?id=38882314","2024-01","1","User keiferski citing FT. Accounting capacity crunch => automation demand in small accounting firms."
"C-030","Contact your local sawmill... a lot of questions for cnc-milled parts... he can't find any competent people","indie","https://news.ycombinator.com/item?id=38882314","2024-01","1","User yetihehe. Local manufacturing demand (custom window trims) unserved; quoting/intake for small job shops."
"C-031","Wait for a company to be acquired and build a replacement. Acquirers usually abandon or ruin the product","indie","https://news.ycombinator.com/item?id=38882314","2024-01","1","User siliconc0w. Post-acquisition product decay creates orphaned niche users; sourcing strategy signal."
"C-032","I set up ticketing for MSPs, configure invoicing, integrate ERPs to Xero, set up payroll... much of it through integrations","indie","https://news.ycombinator.com/item?id=38882314","2024-01","1","User chris-orgmenta. SMB back-office = hand-glued integrations; a whole consulting trade exists because plug-and-play fails."
"C-033","Taking a photo of every single receipt, waiting for image-to-text to fail and fixing+cataloguing it manually. No app does this right","indie","https://news.ycombinator.com/item?id=38987334","2024-01","2","HN 'problems you would pay to make go away', user wscourge; related to arpit 'expense tracking' (HN 13337024). Receipt/expense capture still broken."
"C-034","Good automatic accounting that can handle multiple accounts and multiple currencies. I would pay $100 a month for this","indie","https://news.ycombinator.com/item?id=4284833","2012-07","1","HN 'what would you pay $25/mo for', user TimJRobinson. Multi-entity/multi-currency SMB accounting; explicit price anchor."
"C-035","A lockbox for real estate agents with built-in video camera and mic... visitors not pre-registered (contractors, repair staff, delivery)","indie","https://news.ycombinator.com/item?id=12567645","2016-09","1","HN 'what do you wish someone would build', user alex5092. Property access audit for agents/landlords; hardware+SaaS."
"C-036","Chasing client replies, missing receipts, scattered communication... info spread across emails, texts, spreadsheets, QBO notes","indie","https://www.indiehackers.com/post/i-thought-bookkeeping-software-problems-were-accounting-problems-i-was-wrong-25854191c9","2026-06","3","IH post by rahulsinghnegi + commenters darthproton, JohnMadison. Bookkeeping firms: ops/context chaos before month-end, not accounting logic. Date approximate (recent thread)."
"C-037","By the time something hits the ledger, a lot of context is already gone... need receipt, client replies, approval trails, decision memory","indie","https://www.indiehackers.com/post/i-thought-bookkeeping-software-problems-were-accounting-problems-i-was-wrong-25854191c9","2026-06","2","Same IH thread, darthproton + hilgard ('kept in one person's head'). Decision-memory layer for bookkeeping workflows. Date approximate."
"C-038","The invoice arrives at the wrong moment in the relationship, in a format the client did not expect","indie","https://www.indiehackers.com/post/i-thought-bookkeeping-software-problems-were-accounting-problems-i-was-wrong-25854191c9","2026-06","1","Same IH thread, commenter 3vo: late payment is a relationship/timing problem, not billing. Date approximate."
"C-039","How to invoice (and not get stiffed) as a freelancer","indie","https://www.indiehackers.com/post/how-to-invoice-and-not-get-stiffed-as-a-freelancer-159ac95174","2019-06","2","IH guide thread title; late/unpaid invoices as chronic freelancer/SMB pain. Date approximate. Overlaps generic invoicing (excluded category is CRM/email, invoicing niche kept when vertical)."
"C-040","It's a pain to keep track of contractors they'll pay $600+ per year... calculating amounts owed and managing tax information","indie","https://www.indiehackers.com/post/pitch-an-easy-way-to-manage-and-pay-freelancers-adb21b2103","2020-09","1","IH pitch thread (paraphrase from post). US 1099 contractor payment + tax-form admin for small businesses. Date approximate."
"C-041","Being my own boss meant I had to properly manage my time (which I obviously didn't)... working pretty much all the time","indie","https://www.indiehackers.com/post/what-are-your-biggest-pain-points-as-a-freelancer-a588c4918d","2022-05","2","IH freelancer pain thread, Imran Rahman + digitalWestie. Solo-operator time control; borderline indie-navel-gazing, flagged as bias."
"C-042","Someone sells an item in person or on another channel, forgets to update Shopify, and it gets sold again online — refund, apology, unhappy customer","indie","https://www.indiehackers.com/post/built-a-shopify-app-to-stop-small-sellers-from-overselling-across-channels-looking-for-early-feedback-52994bba83","2026-07","3","IH post by Jordan + EmmaLeonhart ('count-drift between in-store and Etsy and markets') + SlideRoll. Multi-channel inventory sync for micro-retailers."
"C-043","Two channels sell the last unit within the same few seconds and both fire a decrement... a dashboard that's confidently wrong is dangerous","indie","https://www.indiehackers.com/post/built-a-shopify-app-to-stop-small-sellers-from-overselling-across-channels-looking-for-early-feedback-52994bba83","2026-07","1","Same thread, whateverneveranywher + syednoor. Trust/correctness requirement for inventory tools; silent sync failures."
"C-044","Merchants spend 2-3 hours a day just answering 'where is my order' and return policy questions","indie","https://www.indiehackers.com/post/i-want-to-build-an-ai-support-agent-for-shopify-stores-am-i-solving-a-real-problem-d009ab93b3","2026-07","3","IH validation thread, ethanfrst + Khalfankm7 ('60-70% of tickets are the same') + drokai (support costs eat margins in peak). Ecommerce WISMO/support load."
"C-045","Merchants are hesitant when it comes to refunds or edge cases... people need to feel in control","indie","https://www.indiehackers.com/post/i-want-to-build-an-ai-support-agent-for-shopify-stores-am-i-solving-a-real-problem-d009ab93b3","2026-07","2","Same thread, AiToolsRecap + huwwarm + ryanshrott (AI tanks on emotional/judgment tickets). Adoption barrier: control + judgment calls; design constraint for any 'AI for SMB' tool."
"C-046","Ticket #3 from this customer about the same order. Whoever replies doesn't know","indie","https://www.indiehackers.com/post/i-want-to-build-an-ai-support-agent-for-shopify-stores-am-i-solving-a-real-problem-d009ab93b3","2026-07","1","Same thread, buildingtools. Support context continuity across tickets for small teams."
"C-047","E-commerce merchants need better inventory tracking across sales channels (SKU/barcode searches +182%)","indie","https://www.indiehackers.com/post/e-commerce/shopify-just-gave-us-15-viable-shopify-app-ideas-that-we-can-build-WpNiv16g5YP4JCO9lrwi","2024-09","1","IH post by Darko Gjorgjievski using Shopify app-store search growth data. Demand-side quantified signal."
"C-048","Businesses want seamless connections between Shopify and their ERP systems (searches +172%)","indie","https://www.indiehackers.com/post/e-commerce/shopify-just-gave-us-15-viable-shopify-app-ideas-that-we-can-build-WpNiv16g5YP4JCO9lrwi","2024-09","1","Same IH post. Shopify-ERP sync incl. industry-specific connectors; overlaps chris-orgmenta ERP-glue pain."
"C-049","Merchants need better internal communication tools — real-time order alerts, task assignment for store teams (searches +161%)","indie","https://www.indiehackers.com/post/e-commerce/shopify-just-gave-us-15-viable-shopify-app-ideas-that-we-can-build-WpNiv16g5YP4JCO9lrwi","2024-09","1","Same IH post. Store-team ops coordination niche."
"C-050","Where's the client portal? How do I white-label this? Can my clients comment without creating accounts?","indie","https://www.indiehackers.com/post/i-spent-6-months-building-for-indie-hackers-my-first-real-customer-taught-me-i-was-wrong-c4c6ac27fc","2025-11","1","IH post by Pratham Naik quoting his first agency customer. Agencies: client feedback scattered across Gmail/Slack/texts; need white-label portals with zero-friction client access."
"C-051","We send proposals just in email and don't know what happens with it. Did the client open and read it (and which parts)?","indie","https://www.indiehackers.com/post/how-do-you-send-proposals-to-your-clients-9d60d3ecaa","2023-04","2","IH thread by Vadim Skopintsev + OnlyMateo (can't reuse self-designed PPT/Excel in proposal tools). Proposal tracking/analytics for agencies."
"C-052","Corporate learning platform, $3.6M TTM revenue, asking $8.5M — reason for selling: lack of time","indie","https://blog.acquire.com/top-startups-listings-on-acquire-com-october-edition/","2025-10","1","Acquire.com blog listing roundup (October edition). Founder-capacity ceiling on a working vertical SaaS; pain (corporate training ops) solvent but seller-side plateau."
"C-053","SaaS/agency hybrid, $1.25M TTM revenue — reason for selling: health/life change","indie","https://blog.acquire.com/top-startup-listings-on-acquire-com-may-edition/","2025-05","1","Acquire.com blog (May edition). Hybrid service+software models plateau on founder bandwidth; the service layer signals the software alone doesn't fully solve the pain."
"C-054","No-code tool suite for real estate professionals, $842K TTM revenue, asking $1.7M (2.0x revenue)","indie","https://blog.acquire.com/top-startups-listings-on-acquire-com-october-edition/","2025-10","1","Acquire.com blog. Real-estate-pro tooling sells at low multiple => growth plateau; underlying pain (agent workflows) only partially solved."
"C-055","Employee engagement SaaS, $278K TTM revenue, asking $849K (2.8x revenue, 4.9x profit)","indie","https://blog.acquire.com/top-startups-listings-on-acquire-com-october-edition/","2025-10","1","Acquire.com blog. HR micro-niche plateaus under ~$300K ARR; engagement pain diffuse, buyer=HR not user."
"C-056","No-code B2B outreach automation tool founded 2024, $500K TTM revenue — reason for selling: pivot to new project","indie","https://blog.acquire.com/top-startups-listings-on-acquire-com-october-edition/","2025-10","1","Acquire.com blog. Outreach/leadgen niche: fast revenue then fast founder exit => churn-prone, saturated pain."
"C-057","The average SaaS startup asks about 2.6x TTM revenue... typical asking price near $484K on ~$203K of revenue","indie","https://bigideasdb.com/saas-valuation-multiples-2026","2026-01","1","Aggregate of 615 live Acquire.com listings. Structural signal: most micro-SaaS plateau ~$200K revenue; 'revenue plateaued 6+ months' cited as common selling reason (startupa.ge exit guide)."
"C-058","Micro-SaaS for sale: AI study tracker $280 annual revenue asking $2,700; AI resume checker $864 revenue asking $10,000","indie","https://www.microns.io/","2026-07","1","Microns.io public listings (viewed 2026-07). Long tail of near-zero-revenue AI tools for sale = saturation of horizontal AI wrappers; ambiguous pain signal."
"C-059","I built an AI to kill the 3-week Excel research grind. It got 8 PH upvotes","indie","https://www.indiehackers.com/post/i-built-an-ai-to-kill-the-3-week-excel-research-grind-it-got-8-ph-upvotes-what-did-i-do-wrong-49c9b1c7d1","2026-06","1","IH post-mortem of a Product Hunt launch (Bunzee). Pain targeted: weeks of manual competitor/market research in Excel. Ambiguous signal: commenters attribute failure to channel/positioning, not absence of pain ('pitch reads like a feature tour before a painkiller'). Date approximate."
"C-060","Sulsaly — agentic AI sales leads & outreach platform for MENA region: 148 upvotes, bottom of daily top 10","indie","https://www.producthunt.com/leaderboard/daily/2026/6/15","2026-06","1","Product Hunt daily leaderboard 2026-06-15. Regional vertical sales-ops tool underperforms vs generic AI/dev tools; pain (region-specific outreach across WhatsApp/LinkedIn) exists, PH audience mismatch makes signal ambiguous."
"C-061","Realty Voice: it never got the traction needed to become sustainable. I was never able to figure out the correct product/market fit","indie","https://www.indiehackers.com/product/realty-voice/shutting-down--NKTdLcDMp1SgZveg70S","2022-12","1","IH product shutdown note by Brent Smith. Real-estate voice product; pain it aimed at (agent lead response) real but wedge wrong. Low-traction => douleur mal résolue, signal ambigu."
"C-062","PH daily top 10 (June 2026) is ~90% dev/AI infra tools; almost no niche business verticals reach the leaderboard","indie","https://www.producthunt.com/leaderboard/daily/2026/6/15","2026-06","2","Observation across two PH daily leaderboards (2026-05-12, 2026-06-15): vertical SMB tools structurally invisible on PH => their pains stay under-marketed; also a bias warning for using PH as sourcing channel."
"C-063","Half were solo freelancers, some were competitors, a few had already solved the problem with existing tools","indie","https://www.indiehackers.com/post/i-spent-months-chasing-clients-who-already-had-a-webmaster-so-i-built-something-that-only-finds-the-ones-who-dont-a48c4e3581","2025-12","1","IH post: web agencies waste prospecting effort on unqualified SMB leads (already have webmaster). Lead-qualification pain for local web services. Date approximate."
"C-064","Community members praised his minimal, simple tool but never paid for it long-term","indie","https://www.indiehackers.com/post/i-spent-6-months-building-for-indie-hackers-my-first-real-customer-taught-me-i-was-wrong-c4c6ac27fc","2025-11","1","Same Pratham Naik post. Meta-pain: indie-hacker validation is misleading; retention 12%->41% after switching to real agency ICP. Kept as sourcing-method signal."
"C-065","Most niche users are now vibe-coding their own solutions, and the number of builders has exploded","indie","https://www.buildmvpfast.com/blog/saas-only-way-out-indie-hacker-dream-desperation-2026","2026-01","1","Post-mortem essay circulating in IH sphere: the micro-SaaS playbook eroding as end-users self-build with AI; raises the bar for pain depth. Meta signal, date approximate."
